time,V_C.nT0,V_C.T0,V_C.nT1,V_C.T1,V_C.aPD1,V_C.aPDL1,V_C.aCTLA4,V_C.Th,V_C.cabozantinib,V_C.A_site1,V_C.A_site2,V_P.nT0,V_P.T0,V_P.nT1,V_P.T1,V_P.aPD1,V_P.aPDL1,V_P.aCTLA4,V_P.Th,V_P.cabozantinib,V_T.C_x,V_T.T1_exh,V_T.Th_exh,V_T.C1,V_T.K,V_T.c_vas,V_T.C2,V_T.T0,V_T.T1,V_T.IFNg,V_T.APC,V_T.mAPC,V_T.P0,V_T.P1,V_T.aPD1,V_T.aPDL1,V_T.aCTLA4,V_T.Th,V_T.TGFb,V_T.MDSC,V_T.NO,V_T.ArgI,V_T.CCL2,V_T.cabozantinib,V_T.Mac_M1,V_T.Mac_M2,V_T.IL12,V_T.IL10,V_T.Fib,V_T.CAF,V_T.ECM,V_LN.nT0,V_LN.aT0,V_LN.T0,V_LN.IL2,V_LN.nT1,V_LN.aT1,V_LN.T1,V_LN.APC,V_LN.mAPC,V_LN.aPD1,V_LN.aPDL1,V_LN.aCTLA4,V_LN.aTh,V_LN.Th,V_LN.cabozantinib,V_e.P0,V_e.p0,V_e.P1,V_e.p1,A_e.M1,A_e.M1p0,A_e.M1p1,A_s.M1,A_s.M1p0,A_s.M1p1,syn_T_C1.PD1_PDL1,syn_T_C1.PD1_PDL2,syn_T_C1.PD1,syn_T_C1.PDL1,syn_T_C1.PDL2,syn_T_C1.PD1_aPD1,syn_T_C1.PD1_aPD1_PD1,syn_T_C1.PDL1_aPDL1,syn_T_C1.PDL1_aPDL1_PDL1,syn_T_C1.TPDL1,syn_T_C1.TPDL1_aPDL1,syn_T_C1.TPDL1_aPDL1_TPDL1,syn_T_C1.CD28_CD80,syn_T_C1.CD28_CD80_CD28,syn_T_C1.CD28_CD86,syn_T_C1.CD80_CTLA4,syn_T_C1.CD80_CTLA4_CD80,syn_T_C1.CTLA4_CD80_CTLA4,syn_T_C1.CD80_CTLA4_CD80_CTLA4,syn_T_C1.CD86_CTLA4,syn_T_C1.CD86_CTLA4_CD86,syn_T_C1.PDL1_CD80,syn_T_C1.PDL1_CD80_CD28,syn_T_C1.PDL1_CD80_CTLA4,syn_T_C1.CD28,syn_T_C1.CTLA4,syn_T_C1.CD80,syn_T_C1.CD80m,syn_T_C1.CD86,syn_T_C1.CTLA4_aCTLA4,syn_T_C1.CTLA4_aCTLA4_CTLA4,syn_T_APC.PD1_PDL1,syn_T_APC.PD1_PDL2,syn_T_APC.PD1,syn_T_APC.PDL1,syn_T_APC.PDL2,syn_T_APC.PD1_aPD1,syn_T_APC.PD1_aPD1_PD1,syn_T_APC.PDL1_aPDL1,syn_T_APC.PDL1_aPDL1_PDL1,syn_T_APC.TPDL1,syn_T_APC.TPDL1_aPDL1,syn_T_APC.TPDL1_aPDL1_TPDL1,syn_T_APC.CD28_CD80,syn_T_APC.CD28_CD80_CD28,syn_T_APC.CD28_CD86,syn_T_APC.CD80_CTLA4,syn_T_APC.CD80_CTLA4_CD80,syn_T_APC.CTLA4_CD80_CTLA4,syn_T_APC.CD80_CTLA4_CD80_CTLA4,syn_T_APC.CD86_CTLA4,syn_T_APC.CD86_CTLA4_CD86,syn_T_APC.PDL1_CD80,syn_T_APC.PDL1_CD80_CD28,syn_T_APC.PDL1_CD80_CTLA4,syn_T_APC.CD28,syn_T_APC.CTLA4,syn_T_APC.CD80,syn_T_APC.CD80m,syn_T_APC.CD86,syn_T_APC.CTLA4_aCTLA4,syn_T_APC.CTLA4_aCTLA4_CTLA4,syn_M_C.CD47,syn_M_C.SIRPa,syn_M_C.CD47_SIRPa,syn_M_C.PD1_PDL1,syn_M_C.PD1_PDL2,syn_M_C.PD1,syn_M_C.PDL1,syn_M_C.PDL2,syn_M_C.PD1_aPD1,syn_M_C.PD1_aPD1_PD1,syn_M_C.PDL1_aPDL1,syn_M_C.PDL1_aPDL1_PDL1,syn_M_C.PDL1_CD80,syn_M_C.CD80,syn_M_C.CD80m,syn_M_C.PDL1_total,syn_M_C.PDL2_total
150,1958.13,23490.4,1872.68,8.73188e+06,174.691,0,0,3.00677e+06,423.921,40128,95544.7,97543.8,3.42872e+06,93292.1,1.27582e+09,22.5041,0,0,4.39321e+08,0.0556117,1.13951e+09,3.75275e+08,1.32892e+08,2.06131e+10,1.68955e+10,1972.73,1.72285e+09,4.97376e+08,1.67857e+09,0.00146329,309316,74455.3,1.93795e-08,2.32554e-08,5.68047,0,0,1.33444e+09,0.0788713,3.51393e+07,1.65535,0.281201,0.350287,2.19439,4.10456e+08,4.10607e+08,0.00485896,0.00406754,1.22173e+08,5.71126e+08,37149.9,21.9568,1985.28,10835.9,0.601625,8.99429,186579,2.73224e+06,1.33518e+06,1.15691e+07,2.25884,0,0,171817,939001,2.15175,1.61481e-08,1.86702e-09,1.93778e-08,2.24039e-09,608.742,0.0056799,0.00681884,20.2919,0.0697235,5.92227,0.356375,0.17404,0.0493706,106.936,14.6481,0.268657,91.7705,6.23187e-27,4.61085e-20,553.167,0,0,1.67632,33.7754,754.45,0.0130337,0.000357273,0.00204183,0.000223879,4.73789,47.2102,2.51024,101.155,0.786499,291.21,0.118871,0.0207996,0.797295,93.6109,0,0,0.721204,0.295308,0.0483952,220.771,25.3556,0.27334,91.5256,2.32028e-26,3.54422e-19,553.167,0,0,0.780346,15.3425,760.079,0.00582261,7.61401e-05,0.000854196,4.468e-05,4.58073,47.1246,3.56879,140.333,1.04711,284.166,0.111317,0.00992242,0.549045,96.647,0,0,300.951,0.95136,99.0486,0.0844828,0.0385258,0.0108286,115.58,14.7836,0.0589255,4.41482,0,0,96.0803,25.9563,28.2346,211.745,14.8221
151,1958.14,23623.3,1872.69,8.7263e+06,173.343,0,0,3.00304e+06,399.523,37077.4,94197.8,97544.3,3.4481e+06,93292.2,1.275e+09,22.3881,0,0,4.38774e+08,0.0524111,1.14315e+09,3.76396e+08,1.32905e+08,2.05675e+10,1.66952e+10,1970.93,1.71931e+09,4.97876e+08,1.6818e+09,0.0014673,309267,74369.3,1.9393e-08,2.32716e-08,5.64234,0,0,1.33412e+09,0.0790207,3.51895e+07,1.65981,0.281846,0.349964,2.0681,4.10667e+08,4.11409e+08,0.00486745,0.00408054,1.22027e+08,5.72005e+08,37208.9,21.9565,2000.36,10917.8,0.601602,8.99499,186577,2.73204e+06,1.33518e+06,1.15857e+07,2.24369,0,0,171800,938865,2.02791,1.61592e-08,1.8683e-09,1.93911e-08,2.24193e-09,608.76,0.00568386,0.00682358,20.2925,0.0701542,5.92096,0.357838,0.174722,0.049537,107.015,14.6561,0.267752,91.7698,6.22732e-27,4.61085e-20,553.167,0,0,1.67528,33.7544,754.45,0.0130255,0.000356827,0.00204053,0.000223597,4.73786,47.21,2.51131,101.198,0.786827,291.21,0.118869,0.0207867,0.797053,93.611,0,0,0.724377,0.296515,0.0485579,220.999,25.3739,0.272419,91.5238,2.31788e-26,3.54422e-19,553.167,0,0,0.779224,15.3204,760.079,0.00581419,7.5921e-05,0.000852953,4.4551e-05,4.58069,47.1243,3.56995,140.378,1.04744,284.166,0.111316,0.00990818,0.548655,96.6472,0,0,300.951,0.95136,99.0486,0.0848276,0.0386774,0.0108649,115.663,14.7921,0.0587262,4.41465,0,0,96.1205,25.9405,28.226,211.869,14.8308
152,1958.15,23758.2,1872.69,8.71823e+06,172.033,0,0,3.00118e+06,376.869,34258.8,92869.7,97544.8,3.46775e+06,93292.4,1.27381e+09,22.2706,0,0,4.38501e+08,0.0494393,1.14667e+09,3.77521e+08,1.32917e+08,2.05211e+10,1.65181e+10,1969.12,1.7157e+09,4.98378e+08,1.68496e+09,0.00147132,309212,74281.1,1.94054e-08,2.32865e-08,5.60562,0,0,1.3338e+09,0.0791729,3.52393e+07,1.66432,0.282498,0.349639,1.95084,4.10867e+08,4.12209e+08,0.00487597,0.00409369,1.21877e+08,5.72878e+08,37267.7,21.9562,2015.46,10999.8,0.601579,8.99568,186574,2.73184e+06,1.33518e+06,1.1602e+07,2.2291,0,0,171783,938728,1.91292,1.61697e-08,1.8695e-09,1.94036e-08,2.24337e-09,608.778,0.00568765,0.00682813,20.2931,0.0705837,5.91964,0.359269,0.175389,0.0496988,107.093,14.6641,0.266878,91.7691,6.22277e-27,4.61085e-20,553.167,0,0,1.67424,33.7334,754.451,0.0130173,0.000356382,0.00203923,0.000223316,4.73782,47.2097,2.51238,101.241,0.787154,291.209,0.118868,0.0207739,0.79681,93.6112,0,0,0.727489,0.297695,0.0487161,221.228,25.3921,0.271529,91.522,2.31549e-26,3.54421e-19,553.167,0,0,0.778107,15.2984,760.079,0.0058058,7.57028e-05,0.000851713,4.44225e-05,4.58066,47.124,3.57111,140.424,1.04776,284.165,0.111315,0.00989398,0.548266,96.6474,0,0,300.951,0.95136,99.0486,0.0851648,0.0388256,0.0109003,115.747,14.8007,0.0585336,4.41449,0,0,96.1606,25.9247,28.2174,211.993,14.8395
153,1958.17,23894.9,1872.69,8.71306e+06,170.757,0,0,2.99643e+06,451.128,43429.6,97610,97545.4,3.48768e+06,93292.5,1.27305e+09,22.152,0,0,4.37805e+08,0.0591809,1.15009e+09,3.78651e+08,1.32928e+08,2.04749e+10,1.63009e+10,1967.31,1.71204e+09,4.98882e+08,1.68807e+09,0.00147533,309150,74190.8,1.94167e-08,2.33001e-08,5.57015,0,0,1.33346e+09,0.0793264,3.52885e+07,1.66882,0.283157,0.349314,2.33523,4.11056e+08,4.13006e+08,0.00488453,0.00410694,1.21723e+08,5.73747e+08,37326.2,21.9559,2030.57,11081.8,0.601555,8.99638,186572,2.73165e+06,1.33518e+06,1.16182e+07,2.21501,0,0,171765,938592,2.28985,1.61797e-08,1.87068e-09,1.94157e-08,2.24478e-09,608.795,0.00569166,0.00683295,20.2937,0.0710124,5.91833,0.360672,0.176042,0.0498567,107.171,14.6721,0.266031,91.7684,6.21824e-27,4.61085e-20,553.167,0,0,1.67321,33.7125,754.451,0.0130091,0.000355939,0.00203793,0.000223036,4.73778,47.2094,2.51345,101.284,0.78748,291.209,0.118867,0.020761,0.796568,93.6114,0,0,0.730546,0.298853,0.0488704,221.456,25.4104,0.270666,91.5203,2.3131e-26,3.54421e-19,553.167,0,0,0.776992,15.2765,760.08,0.00579744,7.54855e-05,0.000850477,4.42945e-05,4.58062,47.1237,3.57226,140.469,1.04809,284.165,0.111314,0.00987983,0.547878,96.6476,0,0,300.951,0.95136,99.0486,0.0854955,0.0389707,0.0109347,115.83,14.8092,0.058347,4.41432,0,0,96.2006,25.909,28.2088,212.116,14.8481
154,1958.18,24033.5,1872.69,8.70397e+06,169.513,0,0,2.99294e+06,424.833,40128,96233.8,97545.9,3.50788e+06,93292.7,1.27172e+09,22.0325,0,0,4.37293e+08,0.0557314,1.15339e+09,3.79784e+08,1.32938e+08,2.04279e+10,1.61005e+10,1965.5,1.70831e+09,4.99389e+08,1.69111e+09,0.00147934,309083,74098.5,1.9427e-08,2.33124e-08,5.53582,0,0,1.3331e+09,0.0794821,3.53373e+07,1.67337,0.283822,0.348987,2.19912,4.11233e+08,4.13802e+08,0.0048931,0.00412029,1.21565e+08,5.74611e+08,37384.6,21.9556,2045.69,11164,0.601532,8.99707,186569,2.73145e+06,1.33518e+06,1.16342e+07,2.20137,0,0,171748,938455,2.15638,1.61885e-08,1.87169e-09,1.94262e-08,2.24599e-09,608.813,0.00569495,0.0068369,20.2943,0.0714399,5.91703,0.36205,0.176682,0.0500109,107.248,14.6801,0.265209,91.7677,6.21374e-27,4.61084e-20,553.167,0,0,1.67218,33.6917,754.452,0.013001,0.000355497,0.00203663,0.000222757,4.73775,47.2091,2.51451,101.327,0.787805,291.208,0.118866,0.0207482,0.796327,93.6115,0,0,0.733553,0.299991,0.0490212,221.684,25.4287,0.269828,91.5186,2.31073e-26,3.54421e-19,553.167,0,0,0.77588,15.2546,760.08,0.0057891,7.52692e-05,0.000849245,4.41672e-05,4.58058,47.1235,3.57341,140.514,1.04842,284.164,0.111313,0.00986571,0.547492,96.6478,0,0,300.951,0.95136,99.0486,0.0858201,0.0391131,0.0109684,115.913,14.8176,0.0581658,4.41416,0,0,96.2404,25.8934,28.2003,212.239,14.8568
155,1958.19,24173.9,1872.7,8.69628e+06,168.298,0,0,2.98895e+06,400.422,37077.5,94877.1,97546.5,3.52836e+06,93292.8,1.27059e+09,21.9121,0,0,4.36707e+08,0.0525291,1.15658e+09,3.8092e+08,1.32947e+08,2.03801e+10,1.59223e+10,1963.68,1.70452e+09,4.99898e+08,1.69409e+09,0.00148336,309009,74004.3,1.94362e-08,2.33235e-08,5.50258,0,0,1.33273e+09,0.0796407,3.53855e+07,1.67796,0.284493,0.348659,2.07276,4.11399e+08,4.14595e+08,0.00490171,0.00413378,1.21404e+08,5.7547e+08,37442.8,21.9553,2060.82,11246.1,0.601509,8.99776,186567,2.73125e+06,1.33518e+06,1.16501e+07,2.18816,0,0,171731,938319,2.03247,1.61962e-08,1.87258e-09,1.94354e-08,2.24706e-09,608.831,0.00569775,0.00684026,20.2949,0.0718662,5.91572,0.363403,0.17731,0.0501616,107.326,14.688,0.26441,91.7671,6.20925e-27,4.61084e-20,553.167,0,0,1.67115,33.6709,754.452,0.0129929,0.000355057,0.00203534,0.00022248,4.73771,47.2089,2.51557,101.369,0.78813,291.208,0.118865,0.0207355,0.796088,93.6117,0,0,0.736511,0.301108,0.0491685,221.911,25.4469,0.269015,91.5168,2.30836e-26,3.54421e-19,553.167,0,0,0.774773,15.2328,760.08,0.00578078,7.50539e-05,0.000848017,4.40404e-05,4.58055,47.1232,3.57455,140.558,1.04874,284.164,0.111311,0.00985164,0.547107,96.648,0,0,300.951,0.95136,99.0486,0.0861389,0.0392527,0.0110013,115.996,14.8261,0.0579899,4.41401,0,0,96.2801,25.8778,28.1918,212.362,14.8653
156,1958.2,24316.2,1872.7,8.68827e+06,167.109,0,0,2.98739e+06,377.756,34258.8,93539.5,97547,3.5491e+06,93293,1.26941e+09,21.7911,0,0,4.36478e+08,0.0495556,1.15965e+09,3.82059e+08,1.32954e+08,2.03316e+10,1.57665e+10,1961.84,1.70066e+09,5.00409e+08,1.69701e+09,0.00148739,308929,73907.9,1.94445e-08,2.33334e-08,5.47037,0,0,1.33235e+09,0.079802,3.54333e+07,1.6826,0.285171,0.348329,1.95543,4.11554e+08,4.15385e+08,0.00491034,0.00414742,1.21239e+08,5.76324e+08,37500.8,21.955,2075.96,11328.4,0.601486,8.99846,186564,2.73105e+06,1.33518e+06,1.16657e+07,2.17536,0,0,171713,938182,1.91742,1.62032e-08,1.87339e-09,1.94438e-08,2.24803e-09,608.848,0.00570037,0.00684341,20.2954,0.0722912,5.91441,0.364733,0.177928,0.0503089,107.403,14.696,0.263634,91.7664,6.20478e-27,4.61084e-20,553.167,0,0,1.67012,33.6502,754.453,0.0129848,0.000354619,0.00203406,0.000222203,4.73768,47.2086,2.51662,101.412,0.788453,291.208,0.118864,0.0207228,0.795848,93.6119,0,0,0.739424,0.302206,0.0493126,222.137,25.4651,0.268224,91.5152,2.30601e-26,3.54421e-19,553.167,0,0,0.773669,15.2111,760.081,0.00577249,7.48396e-05,0.000846792,4.39142e-05,4.58051,47.1229,3.57569,140.603,1.04907,284.163,0.11131,0.00983762,0.546723,96.6482,0,0,300.951,0.95136,99.0486,0.0864522,0.0393898,0.0110334,116.078,14.8345,0.0578188,4.41385,0,0,96.3197,25.8622,28.1834,212.484,14.8739
157,1958.21,24460.4,1872.7,8.68328e+06,165.945,0,0,2.98648e+06,452.002,43429.6,98270.3,97547.5,3.57012e+06,93293.1,1.26868e+09,21.6696,0,0,4.36343e+08,0.0592956,1.16262e+09,3.83202e+08,1.32961e+08,2.02834e+10,1.55707e+10,1960.01,1.69677e+09,5.00923e+08,1.69986e+09,0.00149141,308843,73809.5,1.94516e-08,2.33419e-08,5.43903,0,0,1.33196e+09,0.0799645,3.54805e+07,1.68723,0.285856,0.347999,2.33976,4.11698e+08,4.16173e+08,0.00491899,0.00416115,1.2107e+08,5.77174e+08,37558.5,21.9548,2091.11,11410.6,0.601462,8.99915,186562,2.73086e+06,1.33518e+06,1.16812e+07,2.1629,0,0,171696,938046,2.29428,1.62095e-08,1.87412e-09,1.94514e-08,2.24891e-09,608.866,0.00570293,0.00684648,20.296,0.0727151,5.9131,0.366044,0.178535,0.0504535,107.48,14.7039,0.262877,91.7657,6.20032e-27,4.61084e-20,553.167,0,0,1.6691,33.6295,754.453,0.0129768,0.000354182,0.00203278,0.000221927,4.73764,47.2083,2.51767,101.454,0.788775,291.207,0.118863,0.0207101,0.79561,93.612,0,0,0.7423,0.303289,0.049454,222.364,25.4833,0.267452,91.5135,2.30366e-26,3.54421e-19,553.167,0,0,0.772568,15.1894,760.081,0.00576423,7.46263e-05,0.000845572,4.37886e-05,4.58047,47.1226,3.57683,140.648,1.04939,284.163,0.111309,0.00982364,0.546339,96.6484,0,0,300.951,0.95136,99.0486,0.0867609,0.0395249,0.011065,116.161,14.8429,0.0576519,4.4137,0,0,96.3591,25.8467,28.1749,212.606,14.8825
158,1958.22,24606.3,1872.71,8.67738e+06,164.803,0,0,2.98326e+06,425.695,40128.1,96884.9,97548.1,3.5914e+06,93293.3,1.26781e+09,21.5478,0,0,4.35871e+08,0.0558445,1.16546e+09,3.84346e+08,1.32966e+08,2.02344e+10,1.53907e+10,1958.18,1.69281e+09,5.01439e+08,1.70266e+09,0.00149543,308752,73709.5,1.94577e-08,2.33493e-08,5.40849,0,0,1.33156e+09,0.0801292,3.55273e+07,1.6919,0.286546,0.347667,2.20358,4.1183e+08,4.16958e+08,0.00492766,0.00417496,1.20898e+08,5.78018e+08,37616.1,21.9545,2106.27,11492.9,0.601439,8.99984,186559,2.73066e+06,1.33518e+06,1.16965e+07,2.15077,0,0,171679,937909,2.16075,1.62147e-08,1.87471e-09,1.94576e-08,2.24962e-09,608.884,0.00570485,0.00684879,20.2966,0.0731377,5.9118,0.367337,0.179134,0.0505956,107.557,14.7118,0.262137,91.7651,6.1959e-27,4.61084e-20,553.167,0,0,1.66808,33.6089,754.453,0.0129687,0.000353747,0.0020315,0.000221652,4.7376,47.208,2.51872,101.496,0.789096,291.207,0.118862,0.0206975,0.795373,93.6122,0,0,0.745142,0.304358,0.0495929,222.59,25.5015,0.266698,91.5119,2.30132e-26,3.54421e-19,553.167,0,0,0.771471,15.1678,760.082,0.005756,7.4414e-05,0.000844356,4.36636e-05,4.58044,47.1224,3.57796,140.692,1.04971,284.162,0.111308,0.0098097,0.545958,96.6486,0,0,300.951,0.95136,99.0486,0.0870655,0.039658,0.011096,116.243,14.8513,0.0574888,4.41354,0,0,96.3983,25.8313,28.1665,212.728,14.891
159,1958.23,24754.1,1872.71,8.67224e+06,163.682,0,0,2.98069e+06,401.272,37077.5,95519,97548.6,3.61294e+06,93293.4,1.26706e+09,21.4257,0,0,4.35494e+08,0.0526406,1.1682e+09,3.85494e+08,1.3297e+08,2.01847e+10,1.52321e+10,1956.34,1.68878e+09,5.01957e+08,1.7054e+09,0.00149946,308655,73607.6,1.94629e-08,2.33555e-08,5.37875,0,0,1.33114e+09,0.0802967,3.55735e+07,1.69661,0.287243,0.347335,2.07716,4.11951e+08,4.17741e+08,0.00493635,0.00418892,1.20723e+08,5.78858e+08,37673.5,21.9542,2121.43,11575.2,0.601416,9.00054,186556,2.73046e+06,1.33518e+06,1.17117e+07,2.13895,0,0,171661,937772,2.03679,1.6219e-08,1.87521e-09,1.94628e-08,2.25022e-09,608.901,0.00570648,0.00685075,20.2972,0.0735589,5.91049,0.368612,0.179725,0.0507351,107.633,14.7197,0.261414,91.7645,6.19149e-27,4.61083e-20,553.167,0,0,1.66706,33.5884,754.454,0.0129607,0.000353314,0.00203023,0.000221379,4.73757,47.2078,2.51977,101.538,0.789416,291.207,0.118861,0.0206849,0.795137,93.6124,0,0,0.747947,0.305412,0.0497293,222.815,25.5196,0.265962,91.5102,2.29899e-26,3.54421e-19,553.167,0,0,0.770378,15.1463,760.082,0.0057478,7.42028e-05,0.000843144,4.35392e-05,4.5804,47.1221,3.57909,140.736,1.05003,284.162,0.111307,0.00979582,0.545578,96.6488,0,0,300.951,0.95136,99.0486,0.0873658,0.0397892,0.0111265,116.324,14.8596,0.0573295,4.41339,0,0,96.4374,25.816,28.1581,212.849,14.8994
160,1958.24,24903.7,1872.71,8.66802e+06,162.58,0,0,2.97942e+06,378.594,34258.9,94172.4,97549.1,3.63476e+06,93293.6,1.26644e+09,21.3034,0,0,4.35307e+08,0.0496655,1.17082e+09,3.86643e+08,1.32973e+08,2.01344e+10,1.5095e+10,1954.48,1.68471e+09,5.02478e+08,1.70808e+09,0.0015035,308552,73503.7,1.94671e-08,2.33606e-08,5.34977,0,0,1.33071e+09,0.080467,3.56192e+07,1.70137,0.287946,0.347001,1.95976,4.12062e+08,4.1852e+08,0.00494507,0.00420301,1.20544e+08,5.79693e+08,37730.6,21.954,2136.59,11657.5,0.601392,9.00123,186554,2.73026e+06,1.33518e+06,1.17266e+07,2.12743,0,0,171644,937636,1.92167,1.62228e-08,1.87566e-09,1.94674e-08,2.25075e-09,608.919,0.0057081,0.00685269,20.2978,0.0739788,5.90919,0.369871,0.180307,0.0508722,107.71,14.7276,0.260707,91.7638,6.18709e-27,4.61083e-20,553.167,0,0,1.66605,33.568,754.454,0.0129527,0.000352882,0.00202896,0.000221107,4.73753,47.2075,2.52081,101.58,0.789735,291.206,0.118859,0.0206724,0.794901,93.6125,0,0,0.750721,0.306452,0.0498634,223.04,25.5377,0.265242,91.5086,2.29667e-26,3.54421e-19,553.167,0,0,0.769289,15.1249,760.082,0.00573962,7.39927e-05,0.000841937,4.34155e-05,4.58037,47.1218,3.58022,140.78,1.05035,284.162,0.111306,0.00978199,0.545199,96.649,0,0,300.951,0.95136,99.0486,0.0876621,0.0399186,0.0111564,116.406,14.868,0.0571738,4.41324,0,0,96.4764,25.8006,28.1498,212.97,14.9079
161,1958.25,25055.1,1872.72,8.66452e+06,161.496,0,0,2.97762e+06,452.828,43429.7,98894.2,97549.7,3.65683e+06,93293.7,1.26592e+09,21.1811,0,0,4.35043e+08,0.0594039,1.17333e+09,3.87794e+08,1.32975e+08,2.00844e+10,1.49179e+10,1952.63,1.6806e+09,5.03001e+08,1.71071e+09,0.00150754,308444,73398,1.94703e-08,2.33643e-08,5.32141,0,0,1.33026e+09,0.0806382,3.56645e+07,1.70611,0.288656,0.346667,2.34403,4.12161e+08,4.19297e+08,0.0049538,0.00421719,1.20362e+08,5.80522e+08,37787.6,21.9537,2151.76,11739.8,0.601369,9.00192,186551,2.73007e+06,1.33518e+06,1.17414e+07,2.11616,0,0,171626,937499,2.29847,1.62255e-08,1.87597e-09,1.94706e-08,2.25113e-09,608.937,0.0057092,0.00685401,20.2984,0.0743973,5.90788,0.371116,0.180883,0.0510074,107.786,14.7355,0.260015,91.7632,6.18271e-27,4.61083e-20,553.167,0,0,1.66504,33.5476,754.455,0.0129448,0.000352452,0.0020277,0.000220835,4.7375,47.2072,2.52185,101.621,0.790053,291.206,0.118858,0.0206599,0.794666,93.6127,0,0,0.75347,0.307482,0.0499956,223.265,25.5557,0.264536,91.507,2.29436e-26,3.54421e-19,553.167,0,0,0.768204,15.1035,760.083,0.00573148,7.37836e-05,0.000840734,4.32924e-05,4.58033,47.1216,3.58134,140.824,1.05067,284.161,0.111305,0.00976821,0.544821,96.6492,0,0,300.951,0.95136,99.0486,0.0879554,0.0400465,0.0111859,116.487,14.8763,0.0570211,4.41309,0,0,96.5153,25.7854,28.1414,213.091,14.9163
162,1958.26,25208.2,1872.72,8.65664e+06,160.428,0,0,2.97647e+06,426.509,40128.1,97500,97550.2,3.67916e+06,93293.9,1.26476e+09,21.0588,0,0,4.34874e+08,0.0559513,1.17572e+09,3.88947e+08,1.32976e+08,2.00337e+10,1.47559e+10,1950.78,1.67643e+09,5.03527e+08,1.71327e+09,0.00151156,308331,73290.7,1.94723e-08,2.33668e-08,5.29364,0,0,1.32981e+09,0.0808116,3.57092e+07,1.71089,0.289371,0.346331,2.20779,4.12249e+08,4.20071e+08,0.00496253,0.00423145,1.20177e+08,5.81346e+08,37844.3,21.9535,2166.92,11822.2,0.601346,9.00261,186549,2.72987e+06,1.33518e+06,1.1756e+07,2.10512,0,0,171609,937362,2.16488,1.62279e-08,1.87625e-09,1.94734e-08,2.25146e-09,608.954,0.00571046,0.00685552,20.299,0.0748147,5.90658,0.372349,0.181452,0.0511409,107.862,14.7433,0.259334,91.7626,6.17836e-27,4.61083e-20,553.167,0,0,1.66403,33.5273,754.455,0.0129369,0.000352024,0.00202644,0.000220565,4.73746,47.2069,2.52288,101.663,0.79037,291.206,0.118857,0.0206474,0.794432,93.6129,0,0,0.756195,0.308502,0.0501261,223.489,25.5737,0.263843,91.5054,2.29206e-26,3.54421e-19,553.167,0,0,0.767122,15.0822,760.083,0.00572336,7.35755e-05,0.000839535,4.31699e-05,4.58029,47.1213,3.58246,140.868,1.05099,284.161,0.111304,0.00975447,0.544445,96.6494,0,0,300.951,0.95136,99.0486,0.0882457,0.0401731,0.011215,116.568,14.8846,0.0568711,4.41295,0,0,96.554,25.7702,28.1331,213.211,14.9247
163,1958.27,25363.1,1872.72,8.65061e+06,159.376,0,0,2.97595e+06,402.075,37077.5,96125.4,97550.7,3.70175e+06,93294,1.26388e+09,20.9367,0,0,4.34796e+08,0.0527459,1.178e+09,3.90102e+08,1.32975e+08,1.99823e+10,1.46146e+10,1948.92,1.6722e+09,5.04054e+08,1.71577e+09,0.0015156,308212,73181.8,1.94734e-08,2.33681e-08,5.26646,0,0,1.32934e+09,0.0809878,3.57534e+07,1.71572,0.290093,0.345995,2.08131,4.12326e+08,4.20842e+08,0.00497129,0.00424584,1.19989e+08,5.82166e+08,37900.8,21.9533,2182.09,11904.5,0.601322,9.00331,186546,2.72967e+06,1.33518e+06,1.17704e+07,2.09432,0,0,171592,937226,2.04086,1.62287e-08,1.87634e-09,1.94744e-08,2.25157e-09,608.972,0.00571081,0.00685595,20.2996,0.0752305,5.90528,0.373569,0.182016,0.0512725,107.938,14.7511,0.258667,91.7619,6.17403e-27,4.61082e-20,553.167,0,0,1.66303,33.5071,754.455,0.012929,0.000351598,0.00202518,0.000220296,4.73743,47.2067,2.52391,101.704,0.790685,291.205,0.118856,0.020635,0.7942,93.613,0,0,0.758894,0.309511,0.0502548,223.712,25.5917,0.263163,91.5038,2.28977e-26,3.54421e-19,553.167,0,0,0.766045,15.061,760.084,0.00571528,7.33685e-05,0.000838342,4.3048e-05,4.58026,47.121,3.58357,140.911,1.05131,284.16,0.111303,0.00974079,0.54407,96.6496,0,0,300.951,0.95136,99.0486,0.088533,0.0402983,0.0112437,116.649,14.8928,0.056724,4.4128,0,0,96.5925,25.7551,28.1249,213.33,14.9331
