time,agentCount.CD8.effector,agentCount.CD8.cytotoxic,agentCount.CD8.suppressed,agentCount.Th.default,agentCount.Treg.default,agentCount.MDSC.default,agentCount.cancerCell.Stem,agentCount.cancerCell.Progenitor,agentCount.cancerCell.Senescent,agentCount.mac.M1,agentCount.mac.M2,agentCount.vas.tip,agentCount.vas.phalanx,agentCount.vas.default,agentCount.fib.normal,agentCount.fib.CAFs,agentCount.APC.native,agentCount.APC.mature,recruit.CD8.effector,recruit.CD8.cytotoxic,recruit.CD8.suppressed,recruit.Th.default,recruit.Treg.default,recruit.MDSC.default,recruit.cancerCell.Stem,recruit.cancerCell.Progenitor,recruit.cancerCell.Senescent,recruit.mac.M1,recruit.mac.M2,recruit.vas.tip,recruit.vas.phalanx,recruit.vas.default,recruit.fib.normal,recruit.fib.CAFs,recruit.APC.native,recruit.APC.mature,prolif.CD8.effector,prolif.CD8.cytotoxic,prolif.CD8.suppressed,prolif.Th.default,prolif.Treg.default,prolif.MDSC.default,prolif.cancerCell.Stem,prolif.cancerCell.Progenitor,prolif.cancerCell.Senescent,prolif.mac.M1,prolif.mac.M2,prolif.vas.tip,prolif.vas.phalanx,prolif.vas.default,prolif.fib.normal,prolif.fib.CAFs,prolif.APC.native,prolif.APC.mature,death.CD8.effector,death.CD8.cytotoxic,death.CD8.suppressed,death.Th.default,death.Treg.default,death.MDSC.default,death.cancerCell.Stem,death.cancerCell.Progenitor,death.cancerCell.Senescent,death.mac.M1,death.mac.M2,death.vas.tip,death.vas.phalanx,death.vas.default,death.fib.normal,death.fib.CAFs,death.APC.native,death.APC.mature,move.CD8.effector,move.CD8.cytotoxic,move.CD8.suppressed,move.Th.default,move.Treg.default,move.MDSC.default,move.cancerCell.Stem,move.cancerCell.Progenitor,move.cancerCell.Senescent,move.mac.M1,move.mac.M2,move.vas.tip,move.vas.phalanx,move.vas.default,move.fib.normal,move.fib.CAFs,move.APC.native,move.APC.mature,drop_in.CD8.effector,drop_in.CD8.cytotoxic,drop_in.CD8.suppressed,drop_in.Th.default,drop_in.Treg.default,drop_in.MDSC.default,drop_in.cancerCell.Stem,drop_in.cancerCell.Progenitor,drop_in.cancerCell.Senescent,drop_in.mac.M1,drop_in.mac.M2,drop_in.vas.tip,drop_in.vas.phalanx,drop_in.vas.default,drop_in.fib.normal,drop_in.fib.CAFs,drop_in.APC.native,drop_in.APC.mature,drop_out.CD8.effector,drop_out.CD8.cytotoxic,drop_out.CD8.suppressed,drop_out.Th.default,drop_out.Treg.default,drop_out.MDSC.default,drop_out.cancerCell.Stem,drop_out.cancerCell.Progenitor,drop_out.cancerCell.Senescent,drop_out.mac.M1,drop_out.mac.M2,drop_out.vas.tip,drop_out.vas.phalanx,drop_out.vas.default,drop_out.fib.normal,drop_out.fib.CAFs,drop_out.APC.native,drop_out.APC.mature,PDL1_frac
0,9,1671,176,3090,1120,139,174,45795,20059,1111,672,6,0,110,0,7445,0,0,390,0,0,145,0,18,0,0,0,506,0,0,0,0,0,0,0,0,0,1615,0,3501,768,0,29,264616,0,0,0,6,0,80,0,0,0,0,15,124,10,347,116,32,14,735,242263,173,322,0,0,0,0,0,0,0,13086,212766,19063,699552,234939,13610,17199,766370,374537,62119,97087,80,0,0,11402,102279,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67950
1,9,1763,185,3078,1137,138,175,44097,22949,1126,662,6,0,113,0,7445,0,0,398,0,0,145,0,18,0,0,0,519,0,0,0,0,0,0,0,0,0,1716,0,3517,772,0,30,270649,0,0,0,6,0,83,0,0,0,0,15,131,11,356,122,33,14,768,247071,178,325,0,0,0,0,0,0,0,13090,212955,19089,699873,235053,13654,17291,786183,383384,62451,97309,83,0,0,11402,102462,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69147
2,9,1854,193,3094,1142,138,175,43973,22657,1128,658,6,0,115,0,7445,0,0,407,0,0,148,0,18,0,0,0,528,0,0,0,0,0,0,0,0,0,1818,0,3556,775,0,30,276226,0,0,0,6,0,85,0,0,0,0,15,143,11,372,130,33,14,899,252933,186,328,0,0,0,0,0,0,0,13248,222841,20057,715531,240645,13940,17679,804792,393357,64650,98654,85,0,0,11402,104221,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68729
3,10,1922,205,3098,1158,137,175,44377,22276,1138,651,6,0,117,0,7445,0,0,415,0,0,149,0,18,0,0,0,534,0,0,0,0,0,0,0,0,0,1897,0,3599,777,0,31,281875,0,0,0,6,0,87,0,0,0,0,15,148,12,389,139,34,15,1018,258440,187,330,0,0,0,0,0,0,0,13375,232629,20989,730062,245923,14198,18070,823771,403364,66896,99926,87,0,0,11402,106060,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68754
4,10,2001,208,3105,1164,137,173,45158,21708,1157,639,6,0,121,0,7445,0,0,424,0,0,154,0,18,0,0,0,548,0,0,0,0,0,0,0,0,0,1976,0,3627,782,0,32,287686,0,0,0,6,0,91,0,0,0,0,15,153,13,405,148,34,18,1156,263900,188,336,0,0,0,0,0,0,0,13535,242311,22021,744197,251025,14464,18475,843118,413281,69136,101173,91,0,0,11402,107879,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68972
5,10,2071,217,3111,1174,137,173,46187,21407,1171,630,6,0,122,0,7445,0,0,429,0,0,154,0,18,0,0,0,565,0,0,0,0,0,0,0,0,0,2057,0,3669,783,0,32,293840,0,0,0,6,0,92,0,0,0,0,15,160,13,426,154,34,18,1297,269185,195,341,0,0,0,0,0,0,0,13645,251680,22877,757583,256031,14755,18851,862747,422797,71447,102431,92,0,0,11402,109735,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69705
6,8,2136,224,3119,1182,136,173,44899,23466,1187,617,6,0,124,0,7445,0,0,437,0,0,157,0,19,0,0,0,576,0,0,0,0,0,0,0,0,0,2126,0,3699,784,0,33,299991,0,0,0,6,0,94,0,0,0,0,15,167,13,435,163,36,19,1450,274412,200,344,0,0,0,0,0,0,0,13827,260861,23598,771072,260535,15041,19225,883053,432309,73833,103668,94,0,0,11402,111598,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70478
7,11,2183,230,3114,1193,136,173,45495,23132,1204,600,6,0,125,0,7445,0,0,450,0,0,163,0,19,0,0,0,585,0,0,0,0,0,0,0,0,0,2175,0,3715,787,0,33,306396,0,0,0,6,0,95,0,0,0,0,15,173,13,446,171,36,19,1611,280394,206,347,0,0,0,0,0,0,0,14005,270728,24389,784564,265173,15336,19615,902945,442763,76212,104817,95,0,0,11402,113426,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70740
8,12,2250,233,3135,1207,134,171,44703,24188,1216,594,6,0,127,0,7445,0,0,457,0,0,168,0,19,0,0,0,598,0,0,0,0,0,0,0,0,0,2250,0,3766,788,0,33,312406,0,0,0,6,0,97,0,0,0,0,16,183,13,461,178,38,21,1711,286040,211,349,0,0,0,0,0,0,0,14167,280169,25273,797764,269919,15610,19992,923092,453017,78595,106011,97,0,0,11402,115288,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71006
9,11,2319,239,3129,1226,133,169,45569,23711,1216,591,6,0,129,0,7445,0,0,464,0,0,171,0,19,0,0,0,607,0,0,0,0,0,0,0,0,0,2330,0,3792,794,0,33,318916,0,0,0,6,0,99,0,0,0,0,16,193,16,477,184,39,23,1809,292063,221,351,0,0,0,0,0,0,0,14283,289743,26204,810357,274686,15876,20389,943160,463819,81058,107152,99,0,0,11402,117094,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71389
10,11,2370,248,3127,1238,134,166,45461,24511,1221,589,6,0,130,0,7445,0,0,467,0,0,174,0,20,0,0,0,615,0,0,0,0,0,0,0,0,0,2399,0,3815,800,0,33,325546,0,0,0,6,0,100,0,0,0,0,16,204,17,488,195,39,26,1913,297897,225,352,0,0,0,0,0,0,0,14354,299393,27062,822648,279299,16152,20748,963716,474716,83587,108231,100,0,0,11402,118950,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72082
11,11,2463,257,3114,1254,135,165,44139,24989,1225,583,6,0,131,0,7445,0,0,475,0,0,179,0,21,0,0,0,621,0,0,0,0,0,0,0,0,0,2503,0,3831,811,0,33,330823,0,0,0,6,0,101,0,0,0,0,16,212,19,506,206,39,27,2048,303883,231,354,0,0,0,0,0,0,0,14424,309209,27895,835112,283882,16418,21128,984415,485876,86048,109358,101,0,0,11402,120749,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71236
12,9,2524,267,3109,1273,135,164,45768,23539,1224,577,7,0,133,0,7445,0,0,480,0,0,181,0,21,0,0,0,633,0,0,0,0,0,0,0,0,0,2581,0,3861,818,0,35,337283,0,0,0,7,0,103,0,0,0,0,16,224,21,524,213,39,30,2151,310061,247,357,0,0,0,0,0,0,0,14540,319669,28892,847503,288790,16703,21519,1004575,497425,88455,110499,103,0,0,11402,122580,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71407
13,9,2603,274,3093,1289,135,163,45336,24358,1230,568,7,0,133,0,7445,0,0,487,0,0,183,0,21,0,0,0,637,0,0,0,0,0,0,0,0,0,2677,0,3884,827,0,36,343387,0,0,0,7,0,103,0,0,0,0,16,238,24,550,221,39,32,2229,315700,251,360,0,0,0,0,0,0,0,14663,329789,29868,858817,293373,16995,21902,1025549,508312,90908,111657,103,0,0,11402,124395,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71790
14,9,2664,282,3098,1298,135,162,45453,24548,1243,560,7,0,137,0,7445,0,0,493,0,0,187,0,21,0,0,0,651,0,0,0,0,0,0,0,0,0,2749,0,3910,837,0,36,349712,0,0,0,7,0,107,0,0,0,0,16,247,24,565,232,39,33,2319,321628,257,363,0,0,0,0,0,0,0,14729,339900,30728,869807,297963,17290,22283,1046043,519414,93460,112807,107,0,0,11402,126167,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72101
15,9,2727,290,3094,1322,133,163,45822,24366,1254,549,7,0,139,0,7445,0,0,501,0,0,188,0,21,0,0,0,658,0,0,0,0,0,0,0,0,0,2824,0,3948,849,0,37,355967,0,0,0,7,0,109,0,0,0,0,16,256,27,590,238,41,33,2421,327594,259,368,0,0,0,0,0,0,0,14872,349760,31698,880922,302323,17564,22669,1066845,530768,95959,113954,109,0,0,11402,127932,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72287
16,9,2803,294,3076,1330,131,164,45659,24881,1267,541,7,0,141,0,7445,0,0,509,0,0,191,0,21,0,0,0,671,0,0,0,0,0,0,0,0,0,2912,0,3971,857,0,38,362376,0,0,0,7,0,111,0,0,0,0,16,269,30,619,253,43,33,2489,333583,262,373,0,0,0,0,0,0,0,15018,358885,32605,891003,306560,17831,23029,1087779,542033,98527,115040,111,0,0,11402,129561,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72643
17,12,2843,309,3072,1345,130,165,45031,25006,1265,541,7,0,142,0,7445,0,0,519,0,0,195,0,21,0,0,0,682,0,0,0,0,0,0,0,0,0,2974,0,4003,866,0,39,368099,0,0,0,7,0,112,0,0,0,0,16,282,31,639,267,44,33,2576,339722,271,377,0,0,0,0,0,0,0,15186,368263,33568,900723,310781,18088,23397,1108830,553525,101105,116158,112,0,0,11402,131225,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72138
18,10,2881,323,3074,1370,130,169,45373,24825,1261,534,7,0,145,0,7445,0,0,526,0,0,197,0,21,0,0,0,691,0,0,0,0,0,0,0,0,0,3040,0,4046,879,0,43,374375,0,0,0,7,0,115,0,0,0,0,16,303,33,661,276,44,33,2646,345767,284,384,0,0,0,0,0,0,0,15284,377382,34516,909847,315007,18346,23762,1129495,565237,103698,117279,115,0,0,11402,132850,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72292
19,8,2950,339,3082,1384,130,167,45914,24446,1272,532,7,0,148,0,7445,0,0,531,0,0,199,0,21,0,0,0,709,0,0,0,0,0,0,0,0,0,3137,0,4081,893,0,43,380485,0,0,0,7,0,118,0,0,0,0,16,319,36,674,292,44,35,2723,351638,292,385,0,0,0,0,0,0,0,15405,388044,35641,919899,319465,18602,24166,1150302,576732,106246,118365,118,0,0,11402,134601,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72461
20,8,3008,350,3073,1394,129,166,46899,24259,1277,530,7,0,150,0,7445,0,0,537,0,0,205,0,21,0,0,0,721,0,0,0,0,0,0,0,0,0,3224,0,4101,898,0,43,387379,0,0,0,7,0,120,0,0,0,0,17,338,40,686,310,45,36,2810,357647,299,387,0,0,0,0,0,0,0,15491,398480,36670,929355,323845,18861,24567,1171461,588199,108815,119446,120,0,0,11402,136343,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73260
21,13,3087,366,3054,1407,128,167,45303,25905,1288,518,7,0,152,0,7445,0,0,548,0,0,205,0,21,0,0,0,732,0,0,0,0,0,0,0,0,0,3333,0,4113,911,0,44,393423,0,0,0,7,0,122,0,0,0,0,17,357,41,706,321,46,36,2890,363561,307,391,0,0,0,0,0,0,0,15650,409378,37769,938962,328330,19091,24946,1193103,599477,111468,120522,122,0,0,11402,138027,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73309
22,11,3132,376,3040,1414,128,169,46217,24948,1290,512,7,0,153,0,7445,0,0,556,0,0,206,0,21,0,0,0,740,0,0,0,0,0,0,0,0,0,3393,0,4141,917,0,46,399942,0,0,0,7,0,123,0,0,0,0,17,372,41,731,338,46,36,2975,370038,317,393,0,0,0,0,0,0,0,15794,420999,39022,948931,332917,19348,25364,1214159,611649,114112,121627,123,0,0,11402,139725,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73264
23,11,3215,386,3032,1425,128,169,45468,25277,1292,506,7,0,156,0,7445,0,0,565,0,0,213,0,21,0,0,0,746,0,0,0,0,0,0,0,0,0,3484,0,4175,920,0,46,405669,0,0,0,7,0,126,0,0,0,0,17,377,43,761,349,46,36,3043,376117,325,395,0,0,0,0,0,0,0,15902,432363,40218,958388,337156,19600,25770,1235758,623540,116757,122659,126,0,0,11402,141386,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72840
24,10,3272,405,3014,1431,127,170,48000,23372,1301,503,7,0,158,0,7445,0,0,571,0,0,215,0,22,0,0,0,759,0,0,0,0,0,0,0,0,0,3570,0,4202,924,0,47,412570,0,0,0,7,0,128,0,0,0,0,17,391,46,789,366,48,36,3124,382310,331,396,0,0,0,0,0,0,0,16010,443396,41349,967330,341391,19878,26179,1257086,635534,119452,123690,128,0,0,11402,142998,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73473
25,10,3359,416,3006,1439,126,170,47519,24661,1306,500,7,0,159,0,7445,0,0,575,0,0,220,0,22,0,0,0,771,0,0,0,0,0,0,0,0,0,3686,0,4234,931,0,47,419011,0,0,0,7,0,129,0,0,0,0,17,410,49,819,380,49,36,3196,387871,339,398,0,0,0,0,0,0,0,16103,454155,42317,976014,345760,20164,26558,1279669,646660,122171,124723,129,0,0,11402,144677,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74282
